tau_lo,tau_hi,delta,N_total,N_keep,N_erasure,Erasure_frac,Erasure_atom,Erasure_bkd,Erasure_TP,Erasure_TN,Erasure_FP,Erasure_FN,Keep_TP,Keep_TN,Keep_FP,Keep_FN,F1_data,F0_data,f_kept,F_data,N_error,N_correct,N_erase_error,N_erase_correct,P_erase_given_error,P_erase_given_correct,F1_cdf,F0_cdf,eps_atom_cdf,eps_bkd_cdf,eps_cdf,F1_cond_cdf,F0_cond_cdf,f_kept_cdf,F_cdf,P_erase_error_cdf,P_erase_correct_cdf,F_loss_data,N_erasure_loss,F_loss_cdf,P_erase_error_loss_cdf,P_erase_correct_loss_cdf
0.09999999999999998,0.9,0.4,21996,21572,424,0.01927623204218949,181,243,68,209,34,113,7853,13298,182,239,0.9704646564508156,0.9864985163204748,0.37511589096977566,0.980483960689783,568,21428,147,277,0.25880281690140844,0.012927011386970319,0.9711595,0.9769546,0.0167734,0.0228531,0.020566440693762504,0.9877270407452361,0.9998032025686209,0.37757041046936773,0.9952436011920709,0.4997993819188994,0.01606118546656474,0.9804848653409354,423,0.9952357413303056,0.49894091123518447,0.016053496405317613
0.08000000000000002,0.9199999999999999,0.41999999999999993,21996,21451,545,0.024777232224040734,207,338,77,301,37,130,7844,13206,179,222,0.9724770642201835,0.9866268210683601,0.3760197659782761,0.9813062328096593,568,21428,167,378,0.29401408450704225,0.017640470412544334,0.970384,0.9699164,0.0187012,0.0299359,0.02571037385433715,0.988877190107641,0.999847742020347,0.37881965367550524,0.9956918813441464,0.5493216283290526,0.020787919368610217,0.9813053613053614,546,0.9956786442405696,0.547902766664832,0.020774010576539846
0.06,0.94,0.43999999999999995,21996,21273,723,0.0328696126568467,253,470,88,432,38,165,7833,13075,178,187,0.9766832917705736,0.9865690786991624,0.37700371362760304,0.9828421003149532,568,21428,203,520,0.3573943661971831,0.024267313795034533,0.9694364,0.9582148,0.021089,0.0416777,0.033934005005455535,0.9903212855918464,0.9998878247954786,0.3811147230513372,0.9962418758563265,0.610175707351026,0.02851677317872663,0.9828429068346338,722,0.9962232048581552,0.6082025054161283,0.028491084416686418
0.03999999999999998,0.96,0.45999999999999996,21996,20988,1008,0.04582651391162029,295,713,92,674,39,203,7829,12833,177,149,0.9813236400100276,0.9863950807071483,0.3801219744615971,0.9844673146559939,568,21428,242,766,0.426056338028169,0.03574761993653164,0.9681413,0.9363114,0.0242605,0.0636226,0.048817969462629576,0.9922128805895426,0.999929515599159,0.38582428737044416,0.996952250395676,0.688732410454298,0.04280215203391349,0.9844680546953166,1007,0.9969320443279941,0.6866337052403821,0.04276037215735124
0.030000000000000027,0.97,0.47,21996,20686,1310,0.05955628296053828,327,983,99,942,41,228,7822,12565,175,124,0.9843946639818777,0.9862637362637363,0.38412452866673114,0.9855457797544231,568,21428,269,1041,0.4735915492957746,0.048581295501213366,0.9672509,0.9176186,0.0262537,0.0823344,0.0612416726359338,0.9933294740118653,0.9999487830861263,0.3901317818573811,0.9973663802423203,0.7345407543119179,0.05491200715126685,0.9855457797544231,1310,0.9973558675970835,0.7334524973926251,0.05486580155416271
0.025000000000000022,0.975,0.475,21996,20487,1509,0.06860338243316967,341,1168,104,1124,44,237,7817,12383,172,115,0.9855017650025214,0.9863002787733971,0.38717235319959,0.9859911163176649,568,21428,281,1228,0.49471830985915494,0.057308194885196936,0.9667052,0.9047469,0.0274024,0.0952148,0.0697096179123477,0.9939415848856712,0.9999576695109514,0.39321853054137035,0.9975920335549862,0.7594751549398342,0.0632251517500476,0.9859911163176649,1509,0.9975837970252474,0.7586263600111439,0.06317661506000241
0.020000000000000018,0.98,0.48,21996,20212,1784,0.08110565557374068,359,1425,108,1381,44,251,7813,12126,172,101,0.9872378064190043,0.986013986013986,0.39154957451019196,0.9864931723728478,568,21428,295,1489,0.5193661971830986,0.0694885196938585,0.9660273,0.8876458,0.0287306,0.1123231,0.08088280392344063,0.9946028362470805,0.9999649647298472,0.39745514954988126,0.9978337591518235,0.7862192411553792,0.0742519561719306,0.9864938405976352,1783,0.9978281683450871,0.78564368108911,0.0741986649783475
0.015000000000000013,0.985,0.485,21996,19847,2149,0.09769958174213493,389,1760,118,1713,47,271,7803,11794,169,81,0.9897260273972602,0.9858731087519853,0.3972388774122034,0.9874036378293949,568,21428,318,1831,0.5598591549295775,0.08544894530520813,0.9651904,0.8628672,0.0302855,0.1371097,0.09693164005273686,0.995334606216572,0.999973229505535,0.40387091319831114,0.9980998244818386,0.8157509205429445,0.09017404047587961,0.9874042724707779,2148,0.9980929705795141,0.8150636825982862,0.09011245446847473
0.010000000000000009,0.99,0.49,21996,19224,2772,0.1260229132569558,414,2358,128,2307,51,286,7793,11200,165,66,0.9916019849853671,0.9854817421909371,0.4088119017894299,0.9879837702871411,568,21428,337,2435,0.5933098591549296,0.11363636363636363,0.9640128,0.8201113,0.0323531,0.1798731,0.12438878648845245,0.9962443945203566,0.9999809785534409,0.4156472468866283,0.9984278776873288,0.852195169367786,0.11754669941807595,0.9879843953185955,2771,0.998412300514298,0.8507059812000941,0.1174568692781583
0.0050000000000000044,0.995,0.495,21996,17658,4338,0.1972176759410802,450,3888,147,3833,55,303,7774,9674,161,49,0.9937364182538668,0.9836298932384342,0.44302865556688187,0.9881073734284744,568,21428,358,3980,0.6302816901408451,0.18573828635430278,0.9620672,0.712371,0.0355608,0.287621,0.19281767054919077,0.9975405396213675,0.9999887700226986,0.4493890867568422,0.9988885619984741,0.903673036665717,0.18613493950447002,0.9881087202718006,4336,0.9988727844108407,0.9022832204454344,0.18600028868315224
